"lon","lat"
144.9708332347,-15.6611112107879
145.061434683831,-16.2603517256499
145.076740842743,-16.2812105265381
145.089141330931,-16.2855517228508
145.222203689555,-15.7061404813359
145.254168094757,-15.4875008716896
145.269399611229,-16.5692523135652
145.274413322008,-16.594388166411
145.274989895804,-16.5927844604738
145.28425831121,-16.5313585937824
145.302167471726,-16.5894386303871
145.305791683959,-16.5875704940925
145.316386503735,-16.2508295386333
145.329439223913,-15.8436129063058
145.32695210721,-16.6674990308178
145.330125775488,-16.4734617371468
145.333329328543,-16.4777797355632
145.338060716383,-16.264312101911
145.337490787396,-16.5955616123395
145.338609931348,-16.5961940878284
145.338769546664,-16.5961592160558
145.33877946091,-16.5960960383329
145.338877650283,-16.5966661348686
145.338882462829,-16.5961058977592
145.340838814418,-16.5952811002864
145.341656556997,-16.5949984473317
145.362796704513,-16.1771974915015
145.365603233192,-16.1736584391836
145.366435783805,-16.1690739638711
145.368312720082,-16.1659795806018
145.370825781817,-16.1708337095741
145.396665707933,-16.263055974143
145.400001462434,-16.6958282548895
145.417453173627,-17.3097058809823
145.422775687145,-17.3022204851463
145.424114652399,-17.2808507619292
145.424165689905,-17.2991680593573
145.425320564143,-17.2772998575431
145.461428256292,-17.3925880253208
145.46360925783,-17.2366696767027
145.475000876091,-17.3333309312681
145.476647237429,-17.2177827372789
145.477686111157,-17.4659176090278
145.479569915001,-17.2386705756037
145.48136149061,-17.585498075352
145.485111990757,-17.4298100905814
145.485282172084,-17.4297210190609
145.487498940337,-17.429168558128
145.492695969682,-17.3002099870933
145.491671444963,-17.4666657741715
145.485570061341,-18.4283328066675
145.501389397208,-17.3313885238727
145.521942410567,-17.6916682826141
145.52638387746,-17.6069482127691
145.529763445376,-17.3718757934821
145.536409454772,-17.3633396470075
145.53835046715,-17.440003629472
145.538703196879,-17.5466932772926
145.54473914078,-17.3810312690945
145.545279418569,-17.7694387298522
145.56190061254,-17.2934887170507
145.560358645587,-17.6075422161386
145.573721374806,-17.2854398429766
145.574955372741,-17.3523310628078
145.580476955272,-17.5023734017057
145.581364155862,-17.3925909342644
145.58333014436,-17.2749978663237
145.585397000039,-17.3564718181109
145.585402943793,-17.3569237076579
145.58611157506,-17.3577781931822
145.58608044514,-17.3912598247385
145.587500078319,-17.3583302243755
145.591745561099,-17.3876941330097
145.59172039716,-17.3922124265326
145.590825898332,-17.8569384585002
145.594627616851,-17.3800330286686
145.591111105788,-17.8566694223884
145.595574683019,-17.3804915387488
145.595966903393,-17.3895312563367
145.597378629018,-17.3895411804601
145.598347306964,-17.3859331982282
145.605935661456,-17.5144011866725
145.607242856441,-17.3932160043918
145.607682668073,-17.397285717751
145.607317408371,-17.6905292819808
145.610667960083,-17.4989812806654
145.611999408647,-17.3227602761368
145.611146276147,-17.4955234898264
145.61011325551,-17.6959711051606
